jobid mutator crossover repair generator D mu eps repl
29765 sbf off deterministic invscorr 2 25 0.1 5
29766 sbf off deterministic invscorr 2 25 0.1 6
29767 sbf off deterministic invscorr 2 25 0.1 7
29768 sbf off deterministic invscorr 2 25 0.1 8
29769 sbf off deterministic invscorr 2 25 0.1 9
29770 sbf off deterministic invscorr 2 25 0.1 10
29771 sbf off deterministic invscorr 2 25 0.2 1
29772 sbf off deterministic invscorr 2 25 0.2 2
29773 sbf off deterministic invscorr 2 25 0.2 3
29774 sbf off deterministic invscorr 2 25 0.2 4
29775 sbf off deterministic invscorr 2 25 0.2 5
29776 sbf off deterministic invscorr 2 25 0.2 6
29777 sbf off deterministic invscorr 2 25 0.2 7
29778 sbf off deterministic invscorr 2 25 0.2 8
29779 sbf off deterministic invscorr 2 25 0.2 9
29780 sbf off deterministic invscorr 2 25 0.2 10
29781 sbf off deterministic invscorr 2 25 0.5 1
29782 sbf off deterministic invscorr 2 25 0.5 2
29783 sbf off deterministic invscorr 2 25 0.5 3
29784 sbf off deterministic invscorr 2 25 0.5 4
29785 sbf off deterministic invscorr 2 25 0.5 5
29786 sbf off deterministic invscorr 2 25 0.5 6
29787 sbf off deterministic invscorr 2 25 0.5 7
29788 sbf off deterministic invscorr 2 25 0.5 8
29789 sbf off deterministic invscorr 2 25 0.5 9
29790 sbf off deterministic invscorr 2 25 0.5 10
29791 sbf off deterministic invscorr 2 25 0.9 1
29792 sbf off deterministic invscorr 2 25 0.9 2
29793 sbf off deterministic invscorr 2 25 0.9 3
29794 sbf off deterministic invscorr 2 25 0.9 4
29795 sbf off deterministic invscorr 2 25 0.9 5
29796 sbf off deterministic invscorr 2 25 0.9 6
29797 sbf off deterministic invscorr 2 25 0.9 7
29798 sbf off deterministic invscorr 2 25 0.9 8
29799 sbf off deterministic invscorr 2 25 0.9 9
29800 sbf off deterministic invscorr 2 25 0.9 10
29801 sbf off deterministic invscorr 2 50 0.1 1
29802 sbf off deterministic invscorr 2 50 0.1 2
29803 sbf off deterministic invscorr 2 50 0.1 3
29804 sbf off deterministic invscorr 2 50 0.1 4
29805 sbf off deterministic invscorr 2 50 0.1 5
29806 sbf off deterministic invscorr 2 50 0.1 6
29807 sbf off deterministic invscorr 2 50 0.1 7
29808 sbf off deterministic invscorr 2 50 0.1 8
29809 sbf off deterministic invscorr 2 50 0.1 9
29810 sbf off deterministic invscorr 2 50 0.1 10
29811 sbf off deterministic invscorr 2 50 0.2 1
29812 sbf off deterministic invscorr 2 50 0.2 2
29813 sbf off deterministic invscorr 2 50 0.2 3
29814 sbf off deterministic invscorr 2 50 0.2 4
29815 sbf off deterministic invscorr 2 50 0.2 5
29816 sbf off deterministic invscorr 2 50 0.2 6
29817 sbf off deterministic invscorr 2 50 0.2 7
29818 sbf off deterministic invscorr 2 50 0.2 8
29819 sbf off deterministic invscorr 2 50 0.2 9
29820 sbf off deterministic invscorr 2 50 0.2 10
29821 sbf off deterministic invscorr 2 50 0.5 1
29822 sbf off deterministic invscorr 2 50 0.5 2
29823 sbf off deterministic invscorr 2 50 0.5 3
29824 sbf off deterministic invscorr 2 50 0.5 4
29825 sbf off deterministic invscorr 2 50 0.5 5
29826 sbf off deterministic invscorr 2 50 0.5 6
29827 sbf off deterministic invscorr 2 50 0.5 7
29828 sbf off deterministic invscorr 2 50 0.5 8
29829 sbf off deterministic invscorr 2 50 0.5 9
29830 sbf off deterministic invscorr 2 50 0.5 10
29831 sbf off deterministic invscorr 2 50 0.9 1
29832 sbf off deterministic invscorr 2 50 0.9 2
29833 sbf off deterministic invscorr 2 50 0.9 3
29834 sbf off deterministic invscorr 2 50 0.9 4
29835 sbf off deterministic invscorr 2 50 0.9 5
29836 sbf off deterministic invscorr 2 50 0.9 6
29837 sbf off deterministic invscorr 2 50 0.9 7
29838 sbf off deterministic invscorr 2 50 0.9 8
29839 sbf off deterministic invscorr 2 50 0.9 9
29840 sbf off deterministic invscorr 2 50 0.9 10
29841 sbf off deterministic invscorr 2 100 0.1 1
29842 sbf off deterministic invscorr 2 100 0.1 2
29843 sbf off deterministic invscorr 2 100 0.1 3
29844 sbf off deterministic invscorr 2 100 0.1 4
29845 sbf off deterministic invscorr 2 100 0.1 5
29846 sbf off deterministic invscorr 2 100 0.1 6
29847 sbf off deterministic invscorr 2 100 0.1 7
29848 sbf off deterministic invscorr 2 100 0.1 8
29849 sbf off deterministic invscorr 2 100 0.1 9
29850 sbf off deterministic invscorr 2 100 0.1 10
29851 sbf off deterministic invscorr 2 100 0.2 1
29852 sbf off deterministic invscorr 2 100 0.2 2
29853 sbf off deterministic invscorr 2 100 0.2 3
29854 sbf off deterministic invscorr 2 100 0.2 4
29855 sbf off deterministic invscorr 2 100 0.2 5
29856 sbf off deterministic invscorr 2 100 0.2 6
29857 sbf off deterministic invscorr 2 100 0.2 7
29858 sbf off deterministic invscorr 2 100 0.2 8
29859 sbf off deterministic invscorr 2 100 0.2 9
29860 sbf off deterministic invscorr 2 100 0.2 10
29861 sbf off deterministic invscorr 2 100 0.5 1
29862 sbf off deterministic invscorr 2 100 0.5 2
29863 sbf off deterministic invscorr 2 100 0.5 3
29864 sbf off deterministic invscorr 2 100 0.5 4
29865 sbf off deterministic invscorr 2 100 0.5 5
29866 sbf off deterministic invscorr 2 100 0.5 6
29867 sbf off deterministic invscorr 2 100 0.5 7
29868 sbf off deterministic invscorr 2 100 0.5 8
29869 sbf off deterministic invscorr 2 100 0.5 9
29870 sbf off deterministic invscorr 2 100 0.5 10
29871 sbf off deterministic invscorr 2 100 0.9 1
29872 sbf off deterministic invscorr 2 100 0.9 2
29873 sbf off deterministic invscorr 2 100 0.9 3
29874 sbf off deterministic invscorr 2 100 0.9 4
29875 sbf off deterministic invscorr 2 100 0.9 5
29876 sbf off deterministic invscorr 2 100 0.9 6
29877 sbf off deterministic invscorr 2 100 0.9 7
29878 sbf off deterministic invscorr 2 100 0.9 8
29879 sbf off deterministic invscorr 2 100 0.9 9
29880 sbf off deterministic invscorr 2 100 0.9 10
29881 sbf off deterministic invscorr 2 200 0.1 1
29882 sbf off deterministic invscorr 2 200 0.1 2
29883 sbf off deterministic invscorr 2 200 0.1 3
29884 sbf off deterministic invscorr 2 200 0.1 4
29885 sbf off deterministic invscorr 2 200 0.1 5
29886 sbf off deterministic invscorr 2 200 0.1 6
29887 sbf off deterministic invscorr 2 200 0.1 7
29888 sbf off deterministic invscorr 2 200 0.1 8
29889 sbf off deterministic invscorr 2 200 0.1 9
29890 sbf off deterministic invscorr 2 200 0.1 10
29891 sbf off deterministic invscorr 2 200 0.2 1
29892 sbf off deterministic invscorr 2 200 0.2 2
29893 sbf off deterministic invscorr 2 200 0.2 3
29894 sbf off deterministic invscorr 2 200 0.2 4
29895 sbf off deterministic invscorr 2 200 0.2 5
29896 sbf off deterministic invscorr 2 200 0.2 6
29897 sbf off deterministic invscorr 2 200 0.2 7
29898 sbf off deterministic invscorr 2 200 0.2 8
29899 sbf off deterministic invscorr 2 200 0.2 9
29900 sbf off deterministic invscorr 2 200 0.2 10
29901 sbf off deterministic invscorr 2 200 0.5 1
29902 sbf off deterministic invscorr 2 200 0.5 2
29903 sbf off deterministic invscorr 2 200 0.5 3
29904 sbf off deterministic invscorr 2 200 0.5 4
29905 sbf off deterministic invscorr 2 200 0.5 5
29906 sbf off deterministic invscorr 2 200 0.5 6
29907 sbf off deterministic invscorr 2 200 0.5 7
29908 sbf off deterministic invscorr 2 200 0.5 8
29909 sbf off deterministic invscorr 2 200 0.5 9
29910 sbf off deterministic invscorr 2 200 0.5 10
29911 sbf off deterministic invscorr 2 200 0.9 1
29912 sbf off deterministic invscorr 2 200 0.9 2
29913 sbf off deterministic invscorr 2 200 0.9 3
29914 sbf off deterministic invscorr 2 200 0.9 4
29915 sbf off deterministic invscorr 2 200 0.9 5
29916 sbf off deterministic invscorr 2 200 0.9 6
29917 sbf off deterministic invscorr 2 200 0.9 7
29918 sbf off deterministic invscorr 2 200 0.9 8
29919 sbf off deterministic invscorr 2 200 0.9 9
29920 sbf off deterministic invscorr 2 200 0.9 10
29921 sbf off deterministic invscorr 5 25 0.1 1
29922 sbf off deterministic invscorr 5 25 0.1 2
29923 sbf off deterministic invscorr 5 25 0.1 3
29924 sbf off deterministic invscorr 5 25 0.1 4
29925 sbf off deterministic invscorr 5 25 0.1 5
29926 sbf off deterministic invscorr 5 25 0.1 6
29927 sbf off deterministic invscorr 5 25 0.1 7
29928 sbf off deterministic invscorr 5 25 0.1 8
29929 sbf off deterministic invscorr 5 25 0.1 9
29930 sbf off deterministic invscorr 5 25 0.1 10
29931 sbf off deterministic invscorr 5 25 0.2 1
29932 sbf off deterministic invscorr 5 25 0.2 2
29933 sbf off deterministic invscorr 5 25 0.2 3
29934 sbf off deterministic invscorr 5 25 0.2 4
29935 sbf off deterministic invscorr 5 25 0.2 5
29936 sbf off deterministic invscorr 5 25 0.2 6
29937 sbf off deterministic invscorr 5 25 0.2 7
29938 sbf off deterministic invscorr 5 25 0.2 8
29939 sbf off deterministic invscorr 5 25 0.2 9
29940 sbf off deterministic invscorr 5 25 0.2 10
29941 sbf off deterministic invscorr 5 25 0.5 1
29942 sbf off deterministic invscorr 5 25 0.5 2
29943 sbf off deterministic invscorr 5 25 0.5 3
29944 sbf off deterministic invscorr 5 25 0.5 4
29945 sbf off deterministic invscorr 5 25 0.5 5
29946 sbf off deterministic invscorr 5 25 0.5 6
29947 sbf off deterministic invscorr 5 25 0.5 7
29948 sbf off deterministic invscorr 5 25 0.5 8
29949 sbf off deterministic invscorr 5 25 0.5 9
29950 sbf off deterministic invscorr 5 25 0.5 10
29951 sbf off deterministic invscorr 5 25 0.9 1
29952 sbf off deterministic invscorr 5 25 0.9 2
29953 sbf off deterministic invscorr 5 25 0.9 3
29954 sbf off deterministic invscorr 5 25 0.9 4
29955 sbf off deterministic invscorr 5 25 0.9 5
29956 sbf off deterministic invscorr 5 25 0.9 6
29957 sbf off deterministic invscorr 5 25 0.9 7
29958 sbf off deterministic invscorr 5 25 0.9 8
29959 sbf off deterministic invscorr 5 25 0.9 9
29960 sbf off deterministic invscorr 5 25 0.9 10
29961 sbf off deterministic invscorr 5 50 0.1 1
29962 sbf off deterministic invscorr 5 50 0.1 2
29963 sbf off deterministic invscorr 5 50 0.1 3
29964 sbf off deterministic invscorr 5 50 0.1 4
29965 sbf off deterministic invscorr 5 50 0.1 5
29966 sbf off deterministic invscorr 5 50 0.1 6
29967 sbf off deterministic invscorr 5 50 0.1 7
29968 sbf off deterministic invscorr 5 50 0.1 8
29969 sbf off deterministic invscorr 5 50 0.1 9
29970 sbf off deterministic invscorr 5 50 0.1 10
29971 sbf off deterministic invscorr 5 50 0.2 1
29972 sbf off deterministic invscorr 5 50 0.2 2
29973 sbf off deterministic invscorr 5 50 0.2 3
29974 sbf off deterministic invscorr 5 50 0.2 4
29975 sbf off deterministic invscorr 5 50 0.2 5
29976 sbf off deterministic invscorr 5 50 0.2 6
29977 sbf off deterministic invscorr 5 50 0.2 7
29978 sbf off deterministic invscorr 5 50 0.2 8
29979 sbf off deterministic invscorr 5 50 0.2 9
29980 sbf off deterministic invscorr 5 50 0.2 10
29981 sbf off deterministic invscorr 5 50 0.5 1
29982 sbf off deterministic invscorr 5 50 0.5 2
29983 sbf off deterministic invscorr 5 50 0.5 3
29984 sbf off deterministic invscorr 5 50 0.5 4
29985 sbf off deterministic invscorr 5 50 0.5 5
29986 sbf off deterministic invscorr 5 50 0.5 6
29987 sbf off deterministic invscorr 5 50 0.5 7
29988 sbf off deterministic invscorr 5 50 0.5 8
29989 sbf off deterministic invscorr 5 50 0.5 9
29990 sbf off deterministic invscorr 5 50 0.5 10
29991 sbf off deterministic invscorr 5 50 0.9 1
29992 sbf off deterministic invscorr 5 50 0.9 2
29993 sbf off deterministic invscorr 5 50 0.9 3
29994 sbf off deterministic invscorr 5 50 0.9 4
29995 sbf off deterministic invscorr 5 50 0.9 5
29996 sbf off deterministic invscorr 5 50 0.9 6
29997 sbf off deterministic invscorr 5 50 0.9 7
29998 sbf off deterministic invscorr 5 50 0.9 8
29999 sbf off deterministic invscorr 5 50 0.9 9
30000 sbf off deterministic invscorr 5 50 0.9 10
30001 sbf off deterministic invscorr 5 100 0.1 1
30002 sbf off deterministic invscorr 5 100 0.1 2
30003 sbf off deterministic invscorr 5 100 0.1 3
30004 sbf off deterministic invscorr 5 100 0.1 4
30005 sbf off deterministic invscorr 5 100 0.1 5
30006 sbf off deterministic invscorr 5 100 0.1 6
30007 sbf off deterministic invscorr 5 100 0.1 7
30008 sbf off deterministic invscorr 5 100 0.1 8
30009 sbf off deterministic invscorr 5 100 0.1 9
30010 sbf off deterministic invscorr 5 100 0.1 10
30011 sbf off deterministic invscorr 5 100 0.2 1
30012 sbf off deterministic invscorr 5 100 0.2 2
30013 sbf off deterministic invscorr 5 100 0.2 3
30014 sbf off deterministic invscorr 5 100 0.2 4
30015 sbf off deterministic invscorr 5 100 0.2 5
30016 sbf off deterministic invscorr 5 100 0.2 6
30017 sbf off deterministic invscorr 5 100 0.2 7
30018 sbf off deterministic invscorr 5 100 0.2 8
30019 sbf off deterministic invscorr 5 100 0.2 9
30020 sbf off deterministic invscorr 5 100 0.2 10
30021 sbf off deterministic invscorr 5 100 0.5 1
30022 sbf off deterministic invscorr 5 100 0.5 2
30023 sbf off deterministic invscorr 5 100 0.5 3
30024 sbf off deterministic invscorr 5 100 0.5 4
30025 sbf off deterministic invscorr 5 100 0.5 5
30026 sbf off deterministic invscorr 5 100 0.5 6
30027 sbf off deterministic invscorr 5 100 0.5 7
30028 sbf off deterministic invscorr 5 100 0.5 8
30029 sbf off deterministic invscorr 5 100 0.5 9
30030 sbf off deterministic invscorr 5 100 0.5 10
30031 sbf off deterministic invscorr 5 100 0.9 1
30032 sbf off deterministic invscorr 5 100 0.9 2
30033 sbf off deterministic invscorr 5 100 0.9 3
30034 sbf off deterministic invscorr 5 100 0.9 4
30035 sbf off deterministic invscorr 5 100 0.9 5
30036 sbf off deterministic invscorr 5 100 0.9 6
30037 sbf off deterministic invscorr 5 100 0.9 7
30038 sbf off deterministic invscorr 5 100 0.9 8
30039 sbf off deterministic invscorr 5 100 0.9 9
30040 sbf off deterministic invscorr 5 100 0.9 10
30041 sbf off deterministic invscorr 5 200 0.1 1
30042 sbf off deterministic invscorr 5 200 0.1 2
30043 sbf off deterministic invscorr 5 200 0.1 3
30044 sbf off deterministic invscorr 5 200 0.1 4
30045 sbf off deterministic invscorr 5 200 0.1 5
30046 sbf off deterministic invscorr 5 200 0.1 6
30047 sbf off deterministic invscorr 5 200 0.1 7
30048 sbf off deterministic invscorr 5 200 0.1 8
30049 sbf off deterministic invscorr 5 200 0.1 9
30050 sbf off deterministic invscorr 5 200 0.1 10
30051 sbf off deterministic invscorr 5 200 0.2 1
30052 sbf off deterministic invscorr 5 200 0.2 2
30053 sbf off deterministic invscorr 5 200 0.2 3
30054 sbf off deterministic invscorr 5 200 0.2 4
30055 sbf off deterministic invscorr 5 200 0.2 5
30056 sbf off deterministic invscorr 5 200 0.2 6
30057 sbf off deterministic invscorr 5 200 0.2 7
30058 sbf off deterministic invscorr 5 200 0.2 8
30059 sbf off deterministic invscorr 5 200 0.2 9
30060 sbf off deterministic invscorr 5 200 0.2 10
30061 sbf off deterministic invscorr 5 200 0.5 1
30062 sbf off deterministic invscorr 5 200 0.5 2
30063 sbf off deterministic invscorr 5 200 0.5 3
30064 sbf off deterministic invscorr 5 200 0.5 4
30065 sbf off deterministic invscorr 5 200 0.5 5
30066 sbf off deterministic invscorr 5 200 0.5 6
30067 sbf off deterministic invscorr 5 200 0.5 7
30068 sbf off deterministic invscorr 5 200 0.5 8
30069 sbf off deterministic invscorr 5 200 0.5 9
30070 sbf off deterministic invscorr 5 200 0.5 10
30071 sbf off deterministic invscorr 5 200 0.9 1
30072 sbf off deterministic invscorr 5 200 0.9 2
30073 sbf off deterministic invscorr 5 200 0.9 3
30074 sbf off deterministic invscorr 5 200 0.9 4
30075 sbf off deterministic invscorr 5 200 0.9 5
30076 sbf off deterministic invscorr 5 200 0.9 6
30077 sbf off deterministic invscorr 5 200 0.9 7
30078 sbf off deterministic invscorr 5 200 0.9 8
30079 sbf off deterministic invscorr 5 200 0.9 9
30080 sbf off deterministic invscorr 5 200 0.9 10
30081 sbf off deterministic invscorr 10 25 0.1 1
30082 sbf off deterministic invscorr 10 25 0.1 2
30083 sbf off deterministic invscorr 10 25 0.1 3
30084 sbf off deterministic invscorr 10 25 0.1 4
30085 sbf off deterministic invscorr 10 25 0.1 5
30086 sbf off deterministic invscorr 10 25 0.1 6
30087 sbf off deterministic invscorr 10 25 0.1 7
30088 sbf off deterministic invscorr 10 25 0.1 8
30089 sbf off deterministic invscorr 10 25 0.1 9
30090 sbf off deterministic invscorr 10 25 0.1 10
30091 sbf off deterministic invscorr 10 25 0.2 1
30092 sbf off deterministic invscorr 10 25 0.2 2
30093 sbf off deterministic invscorr 10 25 0.2 3
30094 sbf off deterministic invscorr 10 25 0.2 4
30095 sbf off deterministic invscorr 10 25 0.2 5
30096 sbf off deterministic invscorr 10 25 0.2 6
30097 sbf off deterministic invscorr 10 25 0.2 7
30098 sbf off deterministic invscorr 10 25 0.2 8
30099 sbf off deterministic invscorr 10 25 0.2 9
30100 sbf off deterministic invscorr 10 25 0.2 10
30101 sbf off deterministic invscorr 10 25 0.5 1
30102 sbf off deterministic invscorr 10 25 0.5 2
30103 sbf off deterministic invscorr 10 25 0.5 3
30104 sbf off deterministic invscorr 10 25 0.5 4
30105 sbf off deterministic invscorr 10 25 0.5 5
30106 sbf off deterministic invscorr 10 25 0.5 6
30107 sbf off deterministic invscorr 10 25 0.5 7
30108 sbf off deterministic invscorr 10 25 0.5 8
30109 sbf off deterministic invscorr 10 25 0.5 9
30110 sbf off deterministic invscorr 10 25 0.5 10
30111 sbf off deterministic invscorr 10 25 0.9 1
30112 sbf off deterministic invscorr 10 25 0.9 2
30113 sbf off deterministic invscorr 10 25 0.9 3
30114 sbf off deterministic invscorr 10 25 0.9 4
30115 sbf off deterministic invscorr 10 25 0.9 5
30116 sbf off deterministic invscorr 10 25 0.9 6
30117 sbf off deterministic invscorr 10 25 0.9 7
30118 sbf off deterministic invscorr 10 25 0.9 8
30119 sbf off deterministic invscorr 10 25 0.9 9
30120 sbf off deterministic invscorr 10 25 0.9 10
30121 sbf off deterministic invscorr 10 50 0.1 1
30122 sbf off deterministic invscorr 10 50 0.1 2
30123 sbf off deterministic invscorr 10 50 0.1 3
30124 sbf off deterministic invscorr 10 50 0.1 4
30125 sbf off deterministic invscorr 10 50 0.1 5
30126 sbf off deterministic invscorr 10 50 0.1 6
30127 sbf off deterministic invscorr 10 50 0.1 7
30128 sbf off deterministic invscorr 10 50 0.1 8
30129 sbf off deterministic invscorr 10 50 0.1 9
30130 sbf off deterministic invscorr 10 50 0.1 10
30131 sbf off deterministic invscorr 10 50 0.2 1
30132 sbf off deterministic invscorr 10 50 0.2 2
30133 sbf off deterministic invscorr 10 50 0.2 3
30134 sbf off deterministic invscorr 10 50 0.2 4
30135 sbf off deterministic invscorr 10 50 0.2 5
30136 sbf off deterministic invscorr 10 50 0.2 6
30137 sbf off deterministic invscorr 10 50 0.2 7
30138 sbf off deterministic invscorr 10 50 0.2 8
30139 sbf off deterministic invscorr 10 50 0.2 9
30140 sbf off deterministic invscorr 10 50 0.2 10
30141 sbf off deterministic invscorr 10 50 0.5 1
30142 sbf off deterministic invscorr 10 50 0.5 2
