"jobid" "mutator" "crossover" "repair" "generator" "D" "mu" "eps" "repl" "iters" "time_passed" "entropy" "iters_without_improvement" "repair_operations" "repair_success"
34802 "htbf" "off" "off" "uncorr" 5 100 0.1 2 10000 19 26.1833547384429 8713 7765 985
34803 "htbf" "off" "off" "uncorr" 5 100 0.1 3 10000 19 26.0917157887687 8725 7733 1021
34804 "htbf" "off" "off" "uncorr" 5 100 0.1 4 10000 17 26.1174761944509 8741 7779 1015
34805 "htbf" "off" "off" "uncorr" 5 100 0.1 5 10000 19 26.1490378785494 8723 7814 1052
34806 "htbf" "off" "off" "uncorr" 5 100 0.1 6 10000 20 26.0969652006928 8747 7789 1072
34807 "htbf" "off" "off" "uncorr" 5 100 0.1 7 10000 18 26.123899272588 8823 7796 1071
34808 "htbf" "off" "off" "uncorr" 5 100 0.1 8 10000 20 26.1483684066617 8683 7758 1102
34809 "htbf" "off" "off" "uncorr" 5 100 0.1 9 10000 18 26.133370723116 8724 7873 1092
34810 "htbf" "off" "off" "uncorr" 5 100 0.1 10 10000 20 26.0014420460063 8675 7722 990
34811 "htbf" "off" "off" "uncorr" 5 100 0.2 1 10000 23 31.1592662475996 8762 7495 2006
34812 "htbf" "off" "off" "uncorr" 5 100 0.2 2 10000 24 31.1530837898499 8798 7487 1877
34813 "htbf" "off" "off" "uncorr" 5 100 0.2 3 10000 25 31.1582720928973 8838 7656 2058
34814 "htbf" "off" "off" "uncorr" 5 100 0.2 4 10000 23 31.1594348684666 8809 7496 1824
34815 "htbf" "off" "off" "uncorr" 5 100 0.2 5 10000 26 31.1549493218152 8807 7579 2014
34816 "htbf" "off" "off" "uncorr" 5 100 0.2 6 10000 25 31.1568425683322 8940 7451 1840
34817 "htbf" "off" "off" "uncorr" 5 100 0.2 7 10000 23 31.1493174432834 8905 7566 1954
34818 "htbf" "off" "off" "uncorr" 5 100 0.2 8 10000 23 31.1630430812669 8702 7444 1997
34819 "htbf" "off" "off" "uncorr" 5 100 0.2 9 10000 26 31.1515233251482 8853 7410 1944
34820 "htbf" "off" "off" "uncorr" 5 100 0.2 10 10000 25 31.1592434549572 8870 7569 2000
34821 "htbf" "off" "off" "uncorr" 5 100 0.5 1 10000 56 36.7510581197364 8767 2406 2393
34822 "htbf" "off" "off" "uncorr" 5 100 0.5 2 10000 53 36.7497145711816 8715 2283 2267
34823 "htbf" "off" "off" "uncorr" 5 100 0.5 3 10000 53 36.7495710169435 8809 2496 2455
34824 "htbf" "off" "off" "uncorr" 5 100 0.5 4 10000 55 36.7502446181857 8848 2314 2309
34825 "htbf" "off" "off" "uncorr" 5 100 0.5 5 10000 47 36.7497728484679 8762 2468 2455
34826 "htbf" "off" "off" "uncorr" 5 100 0.5 6 10000 48 36.7500188664617 8746 2284 2275
34827 "htbf" "off" "off" "uncorr" 5 100 0.5 7 10000 59 36.7498342052203 8767 2452 2434
34828 "htbf" "off" "off" "uncorr" 5 100 0.5 8 10000 48 36.7482722458422 8727 2474 2443
34829 "htbf" "off" "off" "uncorr" 5 100 0.5 9 10000 53 36.7496495439789 8769 2306 2289
34830 "htbf" "off" "off" "uncorr" 5 100 0.5 10 10000 62 36.7492428014639 8806 2331 2310
34831 "htbf" "off" "off" "uncorr" 5 100 0.9 1 10000 48 36.7873341137231 8898 426 426
34832 "htbf" "off" "off" "uncorr" 5 100 0.9 2 10000 53 36.7873341137231 8904 264 264
34833 "htbf" "off" "off" "uncorr" 5 100 0.9 3 10000 53 36.7873341137231 8751 347 347
34834 "htbf" "off" "off" "uncorr" 5 100 0.9 4 10000 56 36.7873341137231 8867 347 347
34835 "htbf" "off" "off" "uncorr" 5 100 0.9 5 10000 53 36.7873341137231 8811 388 388
34836 "htbf" "off" "off" "uncorr" 5 100 0.9 6 10000 57 36.7873341137231 8863 341 341
34837 "htbf" "off" "off" "uncorr" 5 100 0.9 7 10000 54 36.7873341137231 8870 445 445
34838 "htbf" "off" "off" "uncorr" 5 100 0.9 8 10000 61 36.7873341137231 8840 390 390
34839 "htbf" "off" "off" "uncorr" 5 100 0.9 9 10000 45 36.7873341137231 8893 384 384
34840 "htbf" "off" "off" "uncorr" 5 100 0.9 10 10000 52 36.7873341137231 8896 392 392
34841 "htbf" "off" "off" "uncorr" 5 200 0.1 1 20000 67 26.2194420726713 17207 15458 2011
34842 "htbf" "off" "off" "uncorr" 5 200 0.1 2 20000 74 26.2143565996135 17338 15663 1988
34843 "htbf" "off" "off" "uncorr" 5 200 0.1 3 20000 80 26.2346888160105 17280 15659 2042
34844 "htbf" "off" "off" "uncorr" 5 200 0.1 4 20000 77 26.2191518416305 17243 15538 2029
34845 "htbf" "off" "off" "uncorr" 5 200 0.1 5 20000 70 26.2205411570659 17140 15613 2016
34846 "htbf" "off" "off" "uncorr" 5 200 0.1 6 20000 71 26.1703492100251 17156 15586 1942
34847 "htbf" "off" "off" "uncorr" 5 200 0.1 7 20000 61 26.2309796739394 17155 15656 1954
34848 "htbf" "off" "off" "uncorr" 5 200 0.1 8 20000 76 26.1927204164734 17148 15630 2177
34849 "htbf" "off" "off" "uncorr" 5 200 0.1 9 20000 71 26.2462684019647 17310 15676 2066
34850 "htbf" "off" "off" "uncorr" 5 200 0.1 10 20000 71 26.2258993032447 17340 15636 2081
34851 "htbf" "off" "off" "uncorr" 5 200 0.2 1 20000 101 31.1828005218107 17573 15201 3798
34852 "htbf" "off" "off" "uncorr" 5 200 0.2 2 20000 109 31.1880081501374 17780 15142 3734
34853 "htbf" "off" "off" "uncorr" 5 200 0.2 3 20000 86 31.1818669468425 17502 15069 3872
34854 "htbf" "off" "off" "uncorr" 5 200 0.2 4 20000 116 31.1841285019545 17624 15223 3983
34855 "htbf" "off" "off" "uncorr" 5 200 0.2 5 20000 101 31.1889487484442 17618 15076 3787
34856 "htbf" "off" "off" "uncorr" 5 200 0.2 6 20000 86 31.1848917728602 17717 15147 3904
34857 "htbf" "off" "off" "uncorr" 5 200 0.2 7 20000 103 31.1890687769914 17709 15123 3945
34858 "htbf" "off" "off" "uncorr" 5 200 0.2 8 20000 104 31.187821965082 17654 15101 4024
34859 "htbf" "off" "off" "uncorr" 5 200 0.2 9 20000 95 31.191369800814 17708 15217 3837
34860 "htbf" "off" "off" "uncorr" 5 200 0.2 10 20000 92 31.181714295487 17632 15116 3726
34861 "htbf" "off" "off" "uncorr" 5 200 0.5 1 20000 239 36.7541705387353 17653 4887 4849
34862 "htbf" "off" "off" "uncorr" 5 200 0.5 2 20000 227 36.753845748613 17776 5056 5004
34863 "htbf" "off" "off" "uncorr" 5 200 0.5 3 20000 244 36.7534578621222 17939 5337 5236
34864 "htbf" "off" "off" "uncorr" 5 200 0.5 4 20000 225 36.7537236134102 17645 5007 4933
34865 "htbf" "off" "off" "uncorr" 5 200 0.5 5 20000 221 36.7543628324059 17926 4944 4866
34866 "htbf" "off" "off" "uncorr" 5 200 0.5 6 20000 187 36.7545542168433 17727 5139 5077
34867 "htbf" "off" "off" "uncorr" 5 200 0.5 7 20000 215 36.7543081300147 17827 4965 4901
34868 "htbf" "off" "off" "uncorr" 5 200 0.5 8 20000 252 36.7545029415181 17851 5129 5042
34869 "htbf" "off" "off" "uncorr" 5 200 0.5 9 20000 188 36.7534586653505 17716 4916 4855
34870 "htbf" "off" "off" "uncorr" 5 200 0.5 10 20000 191 36.7532655491614 17800 5168 5073
34871 "htbf" "off" "off" "uncorr" 5 200 0.9 1 20000 214 36.7873341137231 17917 634 634
34872 "htbf" "off" "off" "uncorr" 5 200 0.9 2 20000 213 36.7873341137231 18052 752 752
34873 "htbf" "off" "off" "uncorr" 5 200 0.9 3 20000 203 36.7873341137231 18123 638 638
34874 "htbf" "off" "off" "uncorr" 5 200 0.9 4 20000 225 36.7873341137231 18003 703 703
34875 "htbf" "off" "off" "uncorr" 5 200 0.9 5 20000 236 36.7873341137231 18096 728 728
34876 "htbf" "off" "off" "uncorr" 5 200 0.9 6 20000 234 36.7873341137231 17919 588 588
34877 "htbf" "off" "off" "uncorr" 5 200 0.9 7 20000 192 36.7873341137231 18026 801 801
34878 "htbf" "off" "off" "uncorr" 5 200 0.9 8 20000 199 36.7873341137231 17917 836 836
34879 "htbf" "off" "off" "uncorr" 5 200 0.9 9 20000 224 36.7873341137231 18167 727 727
34880 "htbf" "off" "off" "uncorr" 5 200 0.9 10 20000 216 36.7873341137231 18042 774 774
34881 "htbf" "off" "off" "uncorr" 10 25 0.1 1 2500 1 0 2500 2500 0
34882 "htbf" "off" "off" "uncorr" 10 25 0.1 2 2500 1 0 2500 2500 0
34883 "htbf" "off" "off" "uncorr" 10 25 0.1 3 2500 1 0 2500 2500 0
34884 "htbf" "off" "off" "uncorr" 10 25 0.1 4 2500 1 0 2500 2500 0
34885 "htbf" "off" "off" "uncorr" 10 25 0.1 5 2500 1 0 2500 2500 0
34886 "htbf" "off" "off" "uncorr" 10 25 0.1 6 2500 1 0 2500 2500 0
34887 "htbf" "off" "off" "uncorr" 10 25 0.1 7 2500 1 0 2500 2500 0
34888 "htbf" "off" "off" "uncorr" 10 25 0.1 8 2500 1 0 2500 2500 0
34889 "htbf" "off" "off" "uncorr" 10 25 0.1 9 2500 1 0 2500 2500 0
34890 "htbf" "off" "off" "uncorr" 10 25 0.1 10 2500 1 0 2500 2500 0
34891 "htbf" "off" "off" "uncorr" 10 25 0.2 1 2500 1 0 2500 2500 0
34892 "htbf" "off" "off" "uncorr" 10 25 0.2 2 2500 1 0 2500 2500 0
34893 "htbf" "off" "off" "uncorr" 10 25 0.2 3 2500 1 0 2500 2500 0
34894 "htbf" "off" "off" "uncorr" 10 25 0.2 4 2500 1 0 2500 2500 0
34895 "htbf" "off" "off" "uncorr" 10 25 0.2 5 2500 1 0 2500 2500 0
34896 "htbf" "off" "off" "uncorr" 10 25 0.2 6 2500 1 0 2500 2500 0
34897 "htbf" "off" "off" "uncorr" 10 25 0.2 7 2500 1 0 2500 2500 0
34898 "htbf" "off" "off" "uncorr" 10 25 0.2 8 2500 1 0 2500 2500 0
34899 "htbf" "off" "off" "uncorr" 10 25 0.2 9 2500 1 0 2500 2500 0
34900 "htbf" "off" "off" "uncorr" 10 25 0.2 10 2500 1 0 2500 2500 0
34901 "htbf" "off" "off" "uncorr" 10 25 0.5 1 2500 4 35.1630976201517 2297 1365 1079
34902 "htbf" "off" "off" "uncorr" 10 25 0.5 2 2500 3 35.1371203574243 2342 1374 988
34903 "htbf" "off" "off" "uncorr" 10 25 0.5 3 2500 3 35.1515981519051 2317 1404 1017
34904 "htbf" "off" "off" "uncorr" 10 25 0.5 4 2500 4 35.1543736385468 2344 1413 1059
34905 "htbf" "off" "off" "uncorr" 10 25 0.5 5 2500 4 35.1776209520875 2324 1351 1008
34906 "htbf" "off" "off" "uncorr" 10 25 0.5 6 2500 4 35.1604127015859 2314 1383 1061
34907 "htbf" "off" "off" "uncorr" 10 25 0.5 7 2500 4 35.1338912223613 2328 1397 1037
34908 "htbf" "off" "off" "uncorr" 10 25 0.5 8 2500 3 35.1449290784041 2306 1377 1081
34909 "htbf" "off" "off" "uncorr" 10 25 0.5 9 2500 3 35.173190617357 2314 1429 1095
34910 "htbf" "off" "off" "uncorr" 10 25 0.5 10 2500 3 35.1311421207479 2324 1416 1076
34911 "htbf" "off" "off" "uncorr" 10 25 0.9 1 2500 5 36.7589944093618 2194 135 135
34912 "htbf" "off" "off" "uncorr" 10 25 0.9 2 2500 4 36.7577162529999 2167 144 144
34913 "htbf" "off" "off" "uncorr" 10 25 0.9 3 2500 4 36.7704978166184 2179 126 126
34914 "htbf" "off" "off" "uncorr" 10 25 0.9 4 2500 4 36.7692196602566 2186 108 108
34915 "htbf" "off" "off" "uncorr" 10 25 0.9 5 2500 4 36.7666633475329 2197 121 121
34916 "htbf" "off" "off" "uncorr" 10 25 0.9 6 2500 4 36.7577162529999 2170 136 136
34917 "htbf" "off" "off" "uncorr" 10 25 0.9 7 2500 4 36.7666633475329 2188 145 145
34918 "htbf" "off" "off" "uncorr" 10 25 0.9 8 2500 4 36.7615507220855 2185 128 128
34919 "htbf" "off" "off" "uncorr" 10 25 0.9 9 2500 4 36.7615507220855 2141 134 134
34920 "htbf" "off" "off" "uncorr" 10 25 0.9 10 2500 4 36.7615507220855 2171 113 113
34921 "htbf" "off" "off" "uncorr" 10 50 0.1 1 5000 1 0 5000 5000 0
34922 "htbf" "off" "off" "uncorr" 10 50 0.1 2 5000 1 0 5000 5000 0
34923 "htbf" "off" "off" "uncorr" 10 50 0.1 3 5000 1 0 5000 5000 0
34924 "htbf" "off" "off" "uncorr" 10 50 0.1 4 5000 1 0 5000 5000 0
34925 "htbf" "off" "off" "uncorr" 10 50 0.1 5 5000 1 0 5000 5000 0
34926 "htbf" "off" "off" "uncorr" 10 50 0.1 6 5000 1 0 5000 5000 0
34927 "htbf" "off" "off" "uncorr" 10 50 0.1 7 5000 1 0 5000 5000 0
34928 "htbf" "off" "off" "uncorr" 10 50 0.1 8 5000 1 0 5000 5000 0
34929 "htbf" "off" "off" "uncorr" 10 50 0.1 9 5000 1 0 5000 5000 0
34930 "htbf" "off" "off" "uncorr" 10 50 0.1 10 5000 1 0 5000 5000 0
34931 "htbf" "off" "off" "uncorr" 10 50 0.2 1 5000 1 0 5000 5000 0
34932 "htbf" "off" "off" "uncorr" 10 50 0.2 2 5000 1 0 5000 5000 0
34933 "htbf" "off" "off" "uncorr" 10 50 0.2 3 5000 1 0 5000 5000 0
34934 "htbf" "off" "off" "uncorr" 10 50 0.2 4 5000 1 0 5000 5000 0
34935 "htbf" "off" "off" "uncorr" 10 50 0.2 5 5000 1 0 5000 5000 0
34936 "htbf" "off" "off" "uncorr" 10 50 0.2 6 5000 1 0 5000 5000 0
34937 "htbf" "off" "off" "uncorr" 10 50 0.2 7 5000 1 0 5000 5000 0
34938 "htbf" "off" "off" "uncorr" 10 50 0.2 8 5000 1 0 5000 5000 0
34939 "htbf" "off" "off" "uncorr" 10 50 0.2 9 5000 1 0 5000 5000 0
34940 "htbf" "off" "off" "uncorr" 10 50 0.2 10 5000 1 0 5000 5000 0
34941 "htbf" "off" "off" "uncorr" 10 50 0.5 1 5000 14 35.1991317794423 4685 2839 2051
34942 "htbf" "off" "off" "uncorr" 10 50 0.5 2 5000 14 35.1947446741017 4651 2819 2018
34943 "htbf" "off" "off" "uncorr" 10 50 0.5 3 5000 13 35.203541321151 4621 2749 1971
34944 "htbf" "off" "off" "uncorr" 10 50 0.5 4 5000 13 35.2081827802787 4599 2791 2010
34945 "htbf" "off" "off" "uncorr" 10 50 0.5 5 5000 11 35.1909586598202 4609 2757 2031
34946 "htbf" "off" "off" "uncorr" 10 50 0.5 6 5000 15 35.1941071129764 4637 2813 2103
34947 "htbf" "off" "off" "uncorr" 10 50 0.5 7 5000 12 35.2029752575634 4624 2704 2000
34948 "htbf" "off" "off" "uncorr" 10 50 0.5 8 5000 10 35.206829985953 4632 2738 2025
34949 "htbf" "off" "off" "uncorr" 10 50 0.5 9 5000 11 35.1931558745748 4627 2712 2012
34950 "htbf" "off" "off" "uncorr" 10 50 0.5 10 5000 14 35.2107098831686 4625 2811 2025
34951 "htbf" "off" "off" "uncorr" 10 50 0.9 1 5000 14 36.7793323920193 4365 227 227
34952 "htbf" "off" "off" "uncorr" 10 50 0.9 2 5000 12 36.7792198728873 4454 254 254
34953 "htbf" "off" "off" "uncorr" 10 50 0.9 3 5000 13 36.7791073537552 4392 224 224
34954 "htbf" "off" "off" "uncorr" 10 50 0.9 4 5000 14 36.7789948346231 4357 221 221
34955 "htbf" "off" "off" "uncorr" 10 50 0.9 5 5000 12 36.7789948346231 4407 198 198
34956 "htbf" "off" "off" "uncorr" 10 50 0.9 6 5000 14 36.7793323920193 4363 204 204
34957 "htbf" "off" "off" "uncorr" 10 50 0.9 7 5000 15 36.778769796359 4352 211 211
34958 "htbf" "off" "off" "uncorr" 10 50 0.9 8 5000 13 36.7792198728873 4364 229 229
34959 "htbf" "off" "off" "uncorr" 10 50 0.9 9 5000 13 36.778769796359 4427 210 210
34960 "htbf" "off" "off" "uncorr" 10 50 0.9 10 5000 13 36.7794449111514 4415 215 215
34961 "htbf" "off" "off" "uncorr" 10 100 0.1 1 10000 1 0 10000 10000 0
34962 "htbf" "off" "off" "uncorr" 10 100 0.1 2 10000 1 0 10000 10000 0
34963 "htbf" "off" "off" "uncorr" 10 100 0.1 3 10000 1 0 10000 10000 0
34964 "htbf" "off" "off" "uncorr" 10 100 0.1 4 10000 1 0 10000 10000 0
34965 "htbf" "off" "off" "uncorr" 10 100 0.1 5 10000 1 0 10000 10000 0
34966 "htbf" "off" "off" "uncorr" 10 100 0.1 6 10000 1 0 10000 10000 0
34967 "htbf" "off" "off" "uncorr" 10 100 0.1 7 10000 1 0 10000 10000 0
34968 "htbf" "off" "off" "uncorr" 10 100 0.1 8 10000 1 0 10000 10000 0
34969 "htbf" "off" "off" "uncorr" 10 100 0.1 9 10000 1 0 10000 10000 0
34970 "htbf" "off" "off" "uncorr" 10 100 0.1 10 10000 1 0 10000 10000 0
34971 "htbf" "off" "off" "uncorr" 10 100 0.2 1 10000 1 0 10000 10000 0
34972 "htbf" "off" "off" "uncorr" 10 100 0.2 2 10000 1 0 10000 10000 0
34973 "htbf" "off" "off" "uncorr" 10 100 0.2 3 10000 1 0 10000 10000 0
34974 "htbf" "off" "off" "uncorr" 10 100 0.2 4 10000 1 0 10000 10000 0
34975 "htbf" "off" "off" "uncorr" 10 100 0.2 5 10000 1 0 10000 10000 0
34976 "htbf" "off" "off" "uncorr" 10 100 0.2 6 10000 1 0 10000 10000 0
34977 "htbf" "off" "off" "uncorr" 10 100 0.2 7 10000 1 0 10000 10000 0
34978 "htbf" "off" "off" "uncorr" 10 100 0.2 8 10000 1 0 10000 10000 0
34979 "htbf" "off" "off" "uncorr" 10 100 0.2 9 10000 1 0 10000 10000 0
34980 "htbf" "off" "off" "uncorr" 10 100 0.2 10 10000 1 0 10000 10000 0
34981 "htbf" "off" "off" "uncorr" 10 100 0.5 1 10000 52 35.2225385022307 9251 5518 3914
34982 "htbf" "off" "off" "uncorr" 10 100 0.5 2 10000 47 35.2238951023209 9222 5436 3897
34983 "htbf" "off" "off" "uncorr" 10 100 0.5 3 10000 52 35.2223619485981 9226 5370 3873
34984 "htbf" "off" "off" "uncorr" 10 100 0.5 4 10000 47 35.222560179554 9255 5459 3902
34985 "htbf" "off" "off" "uncorr" 10 100 0.5 5 10000 45 35.2239618457623 9237 5373 3930
34986 "htbf" "off" "off" "uncorr" 10 100 0.5 6 10000 51 35.2244841970559 9248 5414 3905
34987 "htbf" "off" "off" "uncorr" 10 100 0.5 7 10000 42 35.2229387868722 9301 5382 3898
34988 "htbf" "off" "off" "uncorr" 10 100 0.5 8 10000 47 35.2209089988792 9238 5450 3940
34989 "htbf" "off" "off" "uncorr" 10 100 0.5 9 10000 45 35.2194740919248 9254 5548 3997
34990 "htbf" "off" "off" "uncorr" 10 100 0.5 10 10000 41 35.2223549441115 9236 5290 3770
34991 "htbf" "off" "off" "uncorr" 10 100 0.9 1 10000 57 36.7873341137231 8938 338 338
34992 "htbf" "off" "off" "uncorr" 10 100 0.9 2 10000 53 36.7873341137231 8919 433 433
34993 "htbf" "off" "off" "uncorr" 10 100 0.9 3 10000 62 36.7873341137231 8930 348 348
34994 "htbf" "off" "off" "uncorr" 10 100 0.9 4 10000 55 36.7873341137231 8966 421 421
34995 "htbf" "off" "off" "uncorr" 10 100 0.9 5 10000 48 36.7873341137231 8919 438 438
34996 "htbf" "off" "off" "uncorr" 10 100 0.9 6 10000 54 36.7873341137231 8933 426 426
34997 "htbf" "off" "off" "uncorr" 10 100 0.9 7 10000 56 36.7873341137231 8965 487 487
34998 "htbf" "off" "off" "uncorr" 10 100 0.9 8 10000 59 36.7873341137231 8953 362 362
34999 "htbf" "off" "off" "uncorr" 10 100 0.9 9 10000 58 36.7873341137231 9008 452 452
35000 "htbf" "off" "off" "uncorr" 10 100 0.9 10 10000 43 36.7873341137231 8959 474 474
35001 "htbf" "off" "off" "uncorr" 10 200 0.1 1 20000 2 0 20000 20000 0
35002 "htbf" "off" "off" "uncorr" 10 200 0.1 2 20000 2 0 20000 20000 0
35003 "htbf" "off" "off" "uncorr" 10 200 0.1 3 20000 2 0 20000 20000 0
35004 "htbf" "off" "off" "uncorr" 10 200 0.1 4 20000 2 0 20000 20000 0
35005 "htbf" "off" "off" "uncorr" 10 200 0.1 5 20000 2 0 20000 20000 0
35006 "htbf" "off" "off" "uncorr" 10 200 0.1 6 20000 2 0 20000 20000 0
35007 "htbf" "off" "off" "uncorr" 10 200 0.1 7 20000 2 0 20000 20000 0
35008 "htbf" "off" "off" "uncorr" 10 200 0.1 8 20000 2 0 20000 20000 0
35009 "htbf" "off" "off" "uncorr" 10 200 0.1 9 20000 2 0 20000 20000 0
35010 "htbf" "off" "off" "uncorr" 10 200 0.1 10 20000 2 0 20000 20000 0
35011 "htbf" "off" "off" "uncorr" 10 200 0.2 1 20000 2 0 20000 20000 0
35012 "htbf" "off" "off" "uncorr" 10 200 0.2 2 20000 2 0 20000 20000 0
35013 "htbf" "off" "off" "uncorr" 10 200 0.2 3 20000 2 0 20000 20000 0
35014 "htbf" "off" "off" "uncorr" 10 200 0.2 4 20000 2 0 20000 20000 0
35015 "htbf" "off" "off" "uncorr" 10 200 0.2 5 20000 2 0 20000 20000 0
35016 "htbf" "off" "off" "uncorr" 10 200 0.2 6 20000 2 0 20000 20000 0
35017 "htbf" "off" "off" "uncorr" 10 200 0.2 7 20000 2 0 20000 20000 0
35018 "htbf" "off" "off" "uncorr" 10 200 0.2 8 20000 2 0 20000 20000 0
35019 "htbf" "off" "off" "uncorr" 10 200 0.2 9 20000 2 0 20000 20000 0
35020 "htbf" "off" "off" "uncorr" 10 200 0.2 10 20000 2 0 20000 20000 0
35021 "htbf" "off" "off" "uncorr" 10 200 0.5 1 20000 159 35.2306578482175 18508 10491 7355
35022 "htbf" "off" "off" "uncorr" 10 200 0.5 2 20000 166 35.2311405736977 18525 10841 7533
35023 "htbf" "off" "off" "uncorr" 10 200 0.5 3 20000 181 35.2315274834224 18513 10697 7425
35024 "htbf" "off" "off" "uncorr" 10 200 0.5 4 20000 203 35.2308392161475 18447 10691 7644
35025 "htbf" "off" "off" "uncorr" 10 200 0.5 5 20000 183 35.2313459487877 18522 10658 7405
35026 "htbf" "off" "off" "uncorr" 10 200 0.5 6 20000 179 35.2313916880708 18484 11033 7751
35027 "htbf" "off" "off" "uncorr" 10 200 0.5 7 20000 181 35.2316112791002 18413 10754 7597
35028 "htbf" "off" "off" "uncorr" 10 200 0.5 8 20000 201 35.2312291112161 18455 10650 7510
35029 "htbf" "off" "off" "uncorr" 10 200 0.5 9 20000 179 35.2311416187704 18396 10640 7455
35030 "htbf" "off" "off" "uncorr" 10 200 0.5 10 20000 207 35.2312618484484 18503 10668 7537
35031 "htbf" "off" "off" "uncorr" 10 200 0.9 1 20000 201 36.7873341137231 18165 937 937
35032 "htbf" "off" "off" "uncorr" 10 200 0.9 2 20000 211 36.7873341137231 18102 781 781
35033 "htbf" "off" "off" "uncorr" 10 200 0.9 3 20000 208 36.7873341137231 18109 669 669
35034 "htbf" "off" "off" "uncorr" 10 200 0.9 4 20000 214 36.7873341137231 18226 792 792
35035 "htbf" "off" "off" "uncorr" 10 200 0.9 5 20000 186 36.7873341137231 18185 742 742
35036 "htbf" "off" "off" "uncorr" 10 200 0.9 6 20000 235 36.7873341137231 18198 731 731
35037 "htbf" "off" "off" "uncorr" 10 200 0.9 7 20000 206 36.7873341137231 18151 827 827
35038 "htbf" "off" "off" "uncorr" 10 200 0.9 8 20000 217 36.7873341137231 18161 768 768
35039 "htbf" "off" "off" "uncorr" 10 200 0.9 9 20000 238 36.7873341137231 18168 673 673
35040 "htbf" "off" "off" "uncorr" 10 200 0.9 10 20000 228 36.7873341137231 18028 805 805
35041 "htbf" "off" "off" "scorr" 2 25 0.1 1 2500 4 36.7666633475329 2143 122 122
35042 "htbf" "off" "off" "scorr" 2 25 0.1 2 2500 4 36.7679415038947 2152 94 94
35043 "htbf" "off" "off" "scorr" 2 25 0.1 3 2500 4 36.7602725657236 2099 112 112
35044 "htbf" "off" "off" "scorr" 2 25 0.1 4 2500 4 36.7704978166184 2190 143 143
35045 "htbf" "off" "off" "scorr" 2 25 0.1 5 2500 5 36.7730541293421 2154 134 134
35046 "htbf" "off" "off" "scorr" 2 25 0.1 6 2500 4 36.765385191171 2110 136 136
35047 "htbf" "off" "off" "scorr" 2 25 0.1 7 2500 4 36.7666633475329 2132 117 117
35048 "htbf" "off" "off" "scorr" 2 25 0.1 8 2500 4 36.7692196602566 2198 126 126
35049 "htbf" "off" "off" "scorr" 2 25 0.1 9 2500 4 36.7615507220855 2126 83 83
35050 "htbf" "off" "off" "scorr" 2 25 0.1 10 2500 4 36.765385191171 2135 115 115
35051 "htbf" "off" "off" "scorr" 2 25 0.2 1 2500 4 36.7615507220855 2158 102 102
35052 "htbf" "off" "off" "scorr" 2 25 0.2 2 2500 4 36.765385191171 2165 114 114
35053 "htbf" "off" "off" "scorr" 2 25 0.2 3 2500 4 36.7589944093618 2111 107 107
35054 "htbf" "off" "off" "scorr" 2 25 0.2 4 2500 4 36.7577162529999 2081 155 155
35055 "htbf" "off" "off" "scorr" 2 25 0.2 5 2500 3 36.7577162529999 2097 157 157
35056 "htbf" "off" "off" "scorr" 2 25 0.2 6 2500 4 36.7615507220855 2126 106 106
35057 "htbf" "off" "off" "scorr" 2 25 0.2 7 2500 4 36.765385191171 2145 112 112
35058 "htbf" "off" "off" "scorr" 2 25 0.2 8 2500 4 36.7679415038947 2124 100 100
35059 "htbf" "off" "off" "scorr" 2 25 0.2 9 2500 4 36.7615507220855 2129 103 103
35060 "htbf" "off" "off" "scorr" 2 25 0.2 10 2500 4 36.7704978166184 2124 141 141
35061 "htbf" "off" "off" "scorr" 2 25 0.5 1 2500 4 36.7692196602566 2163 104 104
35062 "htbf" "off" "off" "scorr" 2 25 0.5 2 2500 4 36.7577162529999 2177 160 160
35063 "htbf" "off" "off" "scorr" 2 25 0.5 3 2500 4 36.7704978166184 2139 126 126
35064 "htbf" "off" "off" "scorr" 2 25 0.5 4 2500 4 36.7641070348092 2184 107 107
35065 "htbf" "off" "off" "scorr" 2 25 0.5 5 2500 4 36.7526036275525 2132 100 100
35066 "htbf" "off" "off" "scorr" 2 25 0.5 6 2500 4 36.7666633475329 2146 117 117
35067 "htbf" "off" "off" "scorr" 2 25 0.5 7 2500 4 36.7692196602566 2193 94 94
35068 "htbf" "off" "off" "scorr" 2 25 0.5 8 2500 4 36.7596533999561 2132 95 95
35069 "htbf" "off" "off" "scorr" 2 25 0.5 9 2500 4 36.7589944093618 2185 100 100
35070 "htbf" "off" "off" "scorr" 2 25 0.5 10 2500 4 36.7666633475329 2155 104 104
35071 "htbf" "off" "off" "scorr" 2 25 0.9 1 2500 4 36.7577162529999 2120 107 107
35072 "htbf" "off" "off" "scorr" 2 25 0.9 2 2500 4 36.7602725657236 2134 105 105
35073 "htbf" "off" "off" "scorr" 2 25 0.9 3 2500 4 36.765385191171 2135 165 165
35074 "htbf" "off" "off" "scorr" 2 25 0.9 4 2500 4 36.7666633475329 2156 119 118
35075 "htbf" "off" "off" "scorr" 2 25 0.9 5 2500 4 36.7704978166184 2125 139 139
35076 "htbf" "off" "off" "scorr" 2 25 0.9 6 2500 4 36.7602725657236 2126 127 127
35077 "htbf" "off" "off" "scorr" 2 25 0.9 7 2500 4 36.7577162529999 2160 133 133
35078 "htbf" "off" "off" "scorr" 2 25 0.9 8 2500 4 36.7641070348092 2145 114 114
35079 "htbf" "off" "off" "scorr" 2 25 0.9 9 2500 4 36.7615507220855 2132 125 125
